OMRÅDE;KØN;ALDER;TID;INDHOLD
084;2;60;2012K1;9330
084;2;60;2013K1;9550
084;2;60;2014K1;9727
084;2;60;2015K1;9620
084;2;60;2016K1;9629
084;2;60;2017K1;9801
084;2;60;2018K1;9629
084;2;60;2019K1;9816
084;2;60;2020K1;9970
084;2;61;2008K1;11602
084;2;61;2009K1;11112
084;2;61;2010K1;10459
084;2;61;2011K1;9739
084;2;61;2012K1;9899
084;2;61;2013K1;9242
084;2;61;2014K1;9474
084;2;61;2015K1;9657
084;2;61;2016K1;9541
084;2;61;2017K1;9538
084;2;61;2018K1;9720
084;2;61;2019K1;9573
084;2;61;2020K1;9739
084;2;62;2008K1;11214
084;2;62;2009K1;11454
084;2;62;2010K1;11016
084;2;62;2011K1;10344
084;2;62;2012K1;9656
084;2;62;2013K1;9834
084;2;62;2014K1;9170
084;2;62;2015K1;9370
084;2;62;2016K1;9583
084;2;62;2017K1;9445
084;2;62;2018K1;9421
084;2;62;2019K1;9612
084;2;62;2020K1;9504
084;2;63;2008K1;10779
084;2;63;2009K1;11050
084;2;63;2010K1;11338
084;2;63;2011K1;10881
084;2;63;2012K1;10253
084;2;63;2013K1;9575
084;2;63;2014K1;9741
084;2;63;2015K1;9066
084;2;63;2016K1;9274
084;2;63;2017K1;9463
084;2;63;2018K1;9347
084;2;63;2019K1;9324
084;2;63;2020K1;9531
084;2;64;2008K1;10002
084;2;64;2009K1;10664
084;2;64;2010K1;10899
084;2;64;2011K1;11221
084;2;64;2012K1;10772
084;2;64;2013K1;10152
084;2;64;2014K1;9495
084;2;64;2015K1;9647
084;2;64;2016K1;8995
084;2;64;2017K1;9192
084;2;64;2018K1;9374
084;2;64;2019K1;9255
084;2;64;2020K1;9214
084;2;65;2008K1;9138
084;2;65;2009K1;9877
084;2;65;2010K1;10551
084;2;65;2011K1;10767
084;2;65;2012K1;11075
084;2;65;2013K1;10637
084;2;65;2014K1;10068
084;2;65;2015K1;9388
084;2;65;2016K1;9527
084;2;65;2017K1;8885
084;2;65;2018K1;9074
084;2;65;2019K1;9269
084;2;65;2020K1;9173
084;2;66;2008K1;7833
084;2;66;2009K1;9020
084;2;66;2010K1;9769
084;2;66;2011K1;10413
084;2;66;2012K1;10655
084;2;66;2013K1;10966
084;2;66;2014K1;10520
084;2;66;2015K1;9957
084;2;66;2016K1;9294
084;2;66;2017K1;9452
084;2;66;2018K1;8793
084;2;66;2019K1;8941
084;2;66;2020K1;9176
084;2;67;2008K1;7875
084;2;67;2009K1;7715
084;2;67;2010K1;8894
084;2;67;2011K1;9638
084;2;67;2012K1;10315
084;2;67;2013K1;10516
084;2;67;2014K1;10855
084;2;67;2015K1;10430
084;2;67;2016K1;9871
084;2;67;2017K1;9203
084;2;67;2018K1;9331
084;2;67;2019K1;8710
084;2;67;2020K1;8848
084;2;68;2008K1;7347
084;2;68;2009K1;7741
084;2;68;2010K1;7601
084;2;68;2011K1;8790
084;2;68;2012K1;9502
084;2;68;2013K1;10181
084;2;68;2014K1;10414
084;2;68;2015K1;10715
084;2;68;2016K1;10335
084;2;68;2017K1;9744
084;2;68;2018K1;9087
084;2;68;2019K1;9227
084;2;68;2020K1;8593
084;2;69;2008K1;7271
084;2;69;2009K1;7230
084;2;69;2010K1;7633
084;2;69;2011K1;7481
084;2;69;2012K1;8672
084;2;69;2013K1;9381
084;2;69;2014K1;10040
084;2;69;2015K1;10266
084;2;69;2016K1;10569
084;2;69;2017K1;10214
084;2;69;2018K1;9615
084;2;69;2019K1;8993
084;2;69;2020K1;9112
084;2;70;2008K1;6841
084;2;70;2009K1;7154
084;2;70;2010K1;7106
084;2;70;2011K1;7508
084;2;70;2012K1;7364
084;2;70;2013K1;8534
084;2;70;2014K1;9240
084;2;70;2015K1;9882
084;2;70;2016K1;10129
084;2;70;2017K1;10438
084;2;70;2018K1;10085
084;2;70;2019K1;9471
084;2;70;2020K1;8895
084;2;71;2008K1;6442
084;2;71;2009K1;6700
084;2;71;2010K1;7047
084;2;71;2011K1;6998
084;2;71;2012K1;7381
084;2;71;2013K1;7249
084;2;71;2014K1;8378
084;2;71;2015K1;9094
084;2;71;2016K1;9708
084;2;71;2017K1;9986
084;2;71;2018K1;10287
084;2;71;2019K1;9938
084;2;71;2020K1;9342
084;2;72;2008K1;6080
084;2;72;2009K1;6297
084;2;72;2010K1;6568
084;2;72;2011K1;6920
084;2;72;2012K1;6850
084;2;72;2013K1;7241
084;2;72;2014K1;7124
084;2;72;2015K1;8254
084;2;72;2016K1;8946
084;2;72;2017K1;9537
084;2;72;2018K1;9831
084;2;72;2019K1;10150
084;2;72;2020K1;9806
084;2;73;2008K1;5906
084;2;73;2009K1;5932
084;2;73;2010K1;6174
084;2;73;2011K1;6395
084;2;73;2012K1;6780
084;2;73;2013K1;6729
084;2;73;2014K1;7111
084;2;73;2015K1;7006
084;2;73;2016K1;8087
084;2;73;2017K1;8756
084;2;73;2018K1;9362
084;2;73;2019K1;9634
084;2;73;2020K1;9971
084;2;74;2008K1;5613
084;2;74;2009K1;5745
084;2;74;2010K1;5795
084;2;74;2011K1;6022
084;2;74;2012K1;6228
084;2;74;2013K1;6596
084;2;74;2014K1;6591
084;2;74;2015K1;6974
084;2;74;2016K1;6868
084;2;74;2017K1;7928
084;2;74;2018K1;8603
084;2;74;2019K1;9206
084;2;74;2020K1;9452
084;2;75;2008K1;5492
084;2;75;2009K1;5445
084;2;75;2010K1;5590
084;2;75;2011K1;5643
084;2;75;2012K1;5875
084;2;75;2013K1;6053
084;2;75;2014K1;6449
084;2;75;2015K1;6439
084;2;75;2016K1;6828
084;2;75;2017K1;6685
084;2;75;2018K1;7770
084;2;75;2019K1;8407
084;2;75;2020K1;8986
084;2;76;2008K1;5282
084;2;76;2009K1;5318
084;2;76;2010K1;5255
084;2;76;2011K1;5415
084;2;76;2012K1;5465
084;2;76;2013K1;5708
084;2;76;2014K1;5891
084;2;76;2015K1;6268
084;2;76;2016K1;6291
084;2;76;2017K1;6654
084;2;76;2018K1;6520
084;2;76;2019K1;7568
084;2;76;2020K1;8219
084;2;77;2008K1;5190
084;2;77;2009K1;5075
084;2;77;2010K1;5124
084;2;77;2011K1;5091
084;2;77;2012K1;5226
084;2;77;2013K1;5287
084;2;77;2014K1;5502
084;2;77;2015K1;5736
084;2;77;2016K1;6109
084;2;77;2017K1;6144
084;2;77;2018K1;6473
084;2;77;2019K1;6360
084;2;77;2020K1;7375
084;2;78;2008K1;5001
084;2;78;2009K1;4958
084;2;78;2010K1;4874
084;2;78;2011K1;4921
084;2;78;2012K1;4910
084;2;78;2013K1;5030
084;2;78;2014K1;5100
084;2;78;2015K1;5320
084;2;78;2016K1;5559
084;2;78;2017K1;5916
084;2;78;2018K1;5977
084;2;78;2019K1;6267
084;2;78;2020K1;6163
084;2;79;2008K1;4974
084;2;79;2009K1;4764
084;2;79;2010K1;4716
084;2;79;2011K1;4648
084;2;79;2012K1;4730
084;2;79;2013K1;4734
084;2;79;2014K1;4834
084;2;79;2015K1;4900
084;2;79;2016K1;5159
084;2;79;2017K1;5363
084;2;79;2018K1;5723
084;2;79;2019K1;5777
084;2;79;2020K1;6058
084;2;80;2008K1;4700
084;2;80;2009K1;4717
084;2;80;2010K1;4524
084;2;80;2011K1;4487
084;2;80;2012K1;4441
084;2;80;2013K1;4513
084;2;80;2014K1;4531
084;2;80;2015K1;4631
084;2;80;2016K1;4682
084;2;80;2017K1;4964
084;2;80;2018K1;5184
084;2;80;2019K1;5530
084;2;80;2020K1;5587
084;2;81;2008K1;4563
084;2;81;2009K1;4465
084;2;81;2010K1;4444
084;2;81;2011K1;4291
084;2;81;2012K1;4249
084;2;81;2013K1;4227
084;2;81;2014K1;4297
084;2;81;2015K1;4338
084;2;81;2016K1;4399
084;2;81;2017K1;4463
084;2;81;2018K1;4768
084;2;81;2019K1;4964
084;2;81;2020K1;5308
084;2;82;2008K1;4494
084;2;82;2009K1;4297
084;2;82;2010K1;4198
084;2;82;2011K1;4166
084;2;82;2012K1;4044
084;2;82;2013K1;3960
084;2;82;2014K1;3972
084;2;82;2015K1;4074
084;2;82;2016K1;4117
084;2;82;2017K1;4197
084;2;82;2018K1;4197
084;2;82;2019K1;4526
084;2;82;2020K1;4736
084;2;83;2008K1;4144
084;2;83;2009K1;4201
084;2;83;2010K1;3976
084;2;83;2011K1;3917
084;2;83;2012K1;3885
084;2;83;2013K1;3782
084;2;83;2014K1;3731
084;2;83;2015K1;3741
084;2;83;2016K1;3840
084;2;83;2017K1;3884
084;2;83;2018K1;3931
084;2;83;2019K1;3947
084;2;83;2020K1;4271
084;2;84;2008K1;4029
084;2;84;2009K1;3849
084;2;84;2010K1;3898
084;2;84;2011K1;3687
084;2;84;2012K1;3644
084;2;84;2013K1;3622
084;2;84;2014K1;3515
084;2;84;2015K1;3495
084;2;84;2016K1;3482
084;2;84;2017K1;3596
084;2;84;2018K1;3636
084;2;84;2019K1;3708
084;2;84;2020K1;3697
084;2;85;2008K1;3554
084;2;85;2009K1;3733
084;2;85;2010K1;3517
084;2;85;2011K1;3553
084;2;85;2012K1;3417
084;2;85;2013K1;3346
084;2;85;2014K1;3351
084;2;85;2015K1;3265
084;2;85;2016K1;3227
084;2;85;2017K1;3236
084;2;85;2018K1;3330
084;2;85;2019K1;3401
084;2;85;2020K1;3461
084;2;86;2008K1;3496
084;2;86;2009K1;3236
084;2;86;2010K1;3390
084;2;86;2011K1;3232
084;2;86;2012K1;3250
084;2;86;2013K1;3152
084;2;86;2014K1;3088
084;2;86;2015K1;3098
084;2;86;2016K1;2983
084;2;86;2017K1;2965
084;2;86;2018K1;2977
084;2;86;2019K1;3046
084;2;86;2020K1;3134
084;2;87;2008K1;3272
084;2;87;2009K1;3132
084;2;87;2010K1;2891
084;2;87;2011K1;3032
084;2;87;2012K1;2969
084;2;87;2013K1;2955
084;2;87;2014K1;2869
084;2;87;2015K1;2805
084;2;87;2016K1;2814
084;2;87;2017K1;2701
084;2;87;2018K1;2707
084;2;87;2019K1;2684
084;2;87;2020K1;2794
084;2;88;2008K1;2531
084;2;88;2009K1;2907
084;2;88;2010K1;2792
084;2;88;2011K1;2525
084;2;88;2012K1;2691
084;2;88;2013K1;2671
084;2;88;2014K1;2634
084;2;88;2015K1;2587
084;2;88;2016K1;2520
084;2;88;2017K1;2524
084;2;88;2018K1;2425
084;2;88;2019K1;2437
084;2;88;2020K1;2410
084;2;89;2008K1;2327
084;2;89;2009K1;2211
084;2;89;2010K1;2531
084;2;89;2011K1;2445
084;2;89;2012K1;2246
084;2;89;2013K1;2404
084;2;89;2014K1;2333
084;2;89;2015K1;2322
084;2;89;2016K1;2296
084;2;89;2017K1;2234
084;2;89;2018K1;2231
084;2;89;2019K1;2113
084;2;89;2020K1;2129
084;2;90;2008K1;1899
084;2;90;2009K1;2008
084;2;90;2010K1;1889
084;2;90;2011K1;2182
084;2;90;2012K1;2127
084;2;90;2013K1;1948
084;2;90;2014K1;2078
084;2;90;2015K1;2051
084;2;90;2016K1;2048
084;2;90;2017K1;2011
084;2;90;2018K1;1940
084;2;90;2019K1;1951
084;2;90;2020K1;1829
084;2;91;2008K1;1608
084;2;91;2009K1;1593
084;2;91;2010K1;1692
084;2;91;2011K1;1621
084;2;91;2012K1;1862
084;2;91;2013K1;1822
084;2;91;2014K1;1657
084;2;91;2015K1;1782
084;2;91;2016K1;1720
084;2;91;2017K1;1741
084;2;91;2018K1;1712
084;2;91;2019K1;1633
084;2;91;2020K1;1668
084;2;92;2008K1;1346
084;2;92;2009K1;1365
084;2;92;2010K1;1321
084;2;92;2011K1;1423
084;2;92;2012K1;1357
084;2;92;2013K1;1597
084;2;92;2014K1;1540
084;2;92;2015K1;1382
084;2;92;2016K1;1506
084;2;92;2017K1;1466
084;2;92;2018K1;1451
084;2;92;2019K1;1450
084;2;92;2020K1;1380
084;2;93;2008K1;1108
084;2;93;2009K1;1070
084;2;93;2010K1;1096
084;2;93;2011K1;1057
084;2;93;2012K1;1134
084;2;93;2013K1;1099
084;2;93;2014K1;1301
084;2;93;2015K1;1281
084;2;93;2016K1;1091
084;2;93;2017K1;1236
084;2;93;2018K1;1217
084;2;93;2019K1;1193
084;2;93;2020K1;1202
084;2;94;2008K1;862
084;2;94;2009K1;878
084;2;94;2010K1;818
084;2;94;2011K1;867
084;2;94;2012K1;844
084;2;94;2013K1;908
084;2;94;2014K1;879
084;2;94;2015K1;1041
084;2;94;2016K1;1007
084;2;94;2017K1;846
084;2;94;2018K1;969
084;2;94;2019K1;984
084;2;94;2020K1;973
084;2;95;2008K1;682
084;2;95;2009K1;644
084;2;95;2010K1;665
084;2;95;2011K1;632
084;2;95;2012K1;687
084;2;95;2013K1;666
084;2;95;2014K1;683
084;2;95;2015K1;710
084;2;95;2016K1;821
084;2;95;2017K1;804
084;2;95;2018K1;656
084;2;95;2019K1;749
084;2;95;2020K1;762
084;2;96;2008K1;442
084;2;96;2009K1;505
084;2;96;2010K1;468
084;2;96;2011K1;485
084;2;96;2012K1;475
084;2;96;2013K1;535
084;2;96;2014K1;510
084;2;96;2015K1;530
084;2;96;2016K1;544
084;2;96;2017K1;625
084;2;96;2018K1;612
084;2;96;2019K1;496
084;2;96;2020K1;587
084;2;97;2008K1;352
084;2;97;2009K1;326
084;2;97;2010K1;367
084;2;97;2011K1;325
084;2;97;2012K1;360
084;2;97;2013K1;339
084;2;97;2014K1;404
084;2;97;2015K1;390
084;2;97;2016K1;393
084;2;97;2017K1;390
084;2;97;2018K1;465
084;2;97;2019K1;452
084;2;97;2020K1;366
084;2;98;2008K1;251
084;2;98;2009K1;233
084;2;98;2010K1;234
084;2;98;2011K1;277
084;2;98;2012K1;219
084;2;98;2013K1;250
084;2;98;2014K1;238
084;2;98;2015K1;297
084;2;98;2016K1;277
084;2;98;2017K1;288
084;2;98;2018K1;291
084;2;98;2019K1;321
084;2;98;2020K1;322
084;2;99;2008K1;157
084;2;99;2009K1;176
084;2;99;2010K1;152
084;2;99;2011K1;154
084;2;99;2012K1;198
084;2;99;2013K1;136
084;2;99;2014K1;163
084;2;99;2015K1;174
084;2;99;2016K1;205
084;2;99;2017K1;174
084;2;99;2018K1;201
084;2;99;2019K1;203
084;2;99;2020K1;219
084;2;100;2008K1;102
084;2;100;2009K1;99
084;2;100;2010K1;105
084;2;100;2011K1;89
084;2;100;2012K1;112
084;2;100;2013K1;131
084;2;100;2014K1;96
084;2;100;2015K1;106
084;2;100;2016K1;105
084;2;100;2017K1;133
084;2;100;2018K1;113
084;2;100;2019K1;133
084;2;100;2020K1;133
147;1;0;2008K1;738
147;1;0;2009K1;754
147;1;0;2010K1;835
147;1;0;2011K1;835
147;1;0;2012K1;800
147;1;0;2013K1;811
147;1;0;2014K1;727
147;1;0;2015K1;818
147;1;0;2016K1;773
147;1;0;2017K1;837
147;1;0;2018K1;753
147;1;0;2019K1;800
147;1;0;2020K1;760
147;1;1;2008K1;694
147;1;1;2009K1;695
147;1;1;2010K1;733
147;1;1;2011K1;769
147;1;1;2012K1;791
147;1;1;2013K1;730
147;1;1;2014K1;748
147;1;1;2015K1;646
147;1;1;2016K1;753
147;1;1;2017K1;689
147;1;1;2018K1;765
147;1;1;2019K1;686
147;1;1;2020K1;726
147;1;2;2008K1;569
147;1;2;2009K1;638
147;1;2;2010K1;644
147;1;2;2011K1;675
147;1;2;2012K1;708
147;1;2;2013K1;735
147;1;2;2014K1;673
147;1;2;2015K1;643
147;1;2;2016K1;611
147;1;2;2017K1;687
147;1;2;2018K1;617
147;1;2;2019K1;678
147;1;2;2020K1;606
147;1;3;2008K1;522
147;1;3;2009K1;541
147;1;3;2010K1;604
147;1;3;2011K1;601
147;1;3;2012K1;628
147;1;3;2013K1;678
147;1;3;2014K1;682
147;1;3;2015K1;613
147;1;3;2016K1;580
147;1;3;2017K1;554
147;1;3;2018K1;637
147;1;3;2019K1;554
147;1;3;2020K1;626
147;1;4;2008K1;461
147;1;4;2009K1;484
147;1;4;2010K1;510
147;1;4;2011K1;565
147;1;4;2012K1;567
147;1;4;2013K1;607
147;1;4;2014K1;628
147;1;4;2015K1;637
147;1;4;2016K1;567
147;1;4;2017K1;555
147;1;4;2018K1;496
147;1;4;2019K1;590
147;1;4;2020K1;523
147;1;5;2008K1;485
147;1;5;2009K1;444
147;1;5;2010K1;472
147;1;5;2011K1;498
147;1;5;2012K1;540
147;1;5;2013K1;543
147;1;5;2014K1;573
147;1;5;2015K1;594
147;1;5;2016K1;588
147;1;5;2017K1;541
147;1;5;2018K1;541
147;1;5;2019K1;470
147;1;5;2020K1;542
147;1;6;2008K1;441
147;1;6;2009K1;469
147;1;6;2010K1;431
147;1;6;2011K1;457
147;1;6;2012K1;492
147;1;6;2013K1;541
147;1;6;2014K1;512
147;1;6;2015K1;551
147;1;6;2016K1;556
147;1;6;2017K1;552
147;1;6;2018K1;516
147;1;6;2019K1;511
147;1;6;2020K1;452
147;1;7;2008K1;437
147;1;7;2009K1;423
147;1;7;2010K1;460
147;1;7;2011K1;419
147;1;7;2012K1;441
147;1;7;2013K1;470
147;1;7;2014K1;528
147;1;7;2015K1;500
147;1;7;2016K1;537
147;1;7;2017K1;549
147;1;7;2018K1;530
147;1;7;2019K1;508
147;1;7;2020K1;514
147;1;8;2008K1;403
147;1;8;2009K1;430
147;1;8;2010K1;416
147;1;8;2011K1;443
147;1;8;2012K1;411
147;1;8;2013K1;438
147;1;8;2014K1;462
147;1;8;2015K1;518
147;1;8;2016K1;492
147;1;8;2017K1;530
147;1;8;2018K1;530
147;1;8;2019K1;512
147;1;8;2020K1;495
147;1;9;2008K1;397
147;1;9;2009K1;393
147;1;9;2010K1;420
147;1;9;2011K1;407
147;1;9;2012K1;433
147;1;9;2013K1;408
147;1;9;2014K1;438
147;1;9;2015K1;464
147;1;9;2016K1;513
147;1;9;2017K1;483
147;1;9;2018K1;518
147;1;9;2019K1;518
147;1;9;2020K1;504
147;1;10;2008K1;386
147;1;10;2009K1;398
147;1;10;2010K1;391
147;1;10;2011K1;416
147;1;10;2012K1;401
147;1;10;2013K1;430
147;1;10;2014K1;414
147;1;10;2015K1;435
147;1;10;2016K1;452
147;1;10;2017K1;506
147;1;10;2018K1;475
147;1;10;2019K1;496
147;1;10;2020K1;499
147;1;11;2008K1;383
147;1;11;2009K1;389
147;1;11;2010K1;392
147;1;11;2011K1;385
147;1;11;2012K1;411
147;1;11;2013K1;393
147;1;11;2014K1;420
147;1;11;2015K1;403
147;1;11;2016K1;425
147;1;11;2017K1;444
147;1;11;2018K1;498
147;1;11;2019K1;467
147;1;11;2020K1;492
147;1;12;2008K1;341
147;1;12;2009K1;374
147;1;12;2010K1;389
147;1;12;2011K1;386
147;1;12;2012K1;371
147;1;12;2013K1;411
147;1;12;2014K1;395
147;1;12;2015K1;413
147;1;12;2016K1;411
147;1;12;2017K1;434
147;1;12;2018K1;436
147;1;12;2019K1;491
147;1;12;2020K1;458
147;1;13;2008K1;339
147;1;13;2009K1;342
147;1;13;2010K1;380
147;1;13;2011K1;385
147;1;13;2012K1;375
147;1;13;2013K1;376
147;1;13;2014K1;409
147;1;13;2015K1;402
147;1;13;2016K1;414
147;1;13;2017K1;414
147;1;13;2018K1;433
147;1;13;2019K1;431
147;1;13;2020K1;500
147;1;14;2008K1;324
147;1;14;2009K1;339
147;1;14;2010K1;345
147;1;14;2011K1;373
147;1;14;2012K1;376
147;1;14;2013K1;354
147;1;14;2014K1;375
147;1;14;2015K1;405
147;1;14;2016K1;403
147;1;14;2017K1;423
147;1;14;2018K1;421
147;1;14;2019K1;430
147;1;14;2020K1;427
147;1;15;2008K1;319
147;1;15;2009K1;324
147;1;15;2010K1;341
147;1;15;2011K1;339
147;1;15;2012K1;374
147;1;15;2013K1;384
147;1;15;2014K1;357
147;1;15;2015K1;372
147;1;15;2016K1;418
147;1;15;2017K1;409
147;1;15;2018K1;415
147;1;15;2019K1;432
147;1;15;2020K1;435
147;1;16;2008K1;286
147;1;16;2009K1;330
147;1;16;2010K1;326
147;1;16;2011K1;351
147;1;16;2012K1;348
147;1;16;2013K1;374
147;1;16;2014K1;391
147;1;16;2015K1;356
147;1;16;2016K1;392
147;1;16;2017K1;428
147;1;16;2018K1;417
147;1;16;2019K1;403
147;1;16;2020K1;434
147;1;17;2008K1;318
147;1;17;2009K1;294
147;1;17;2010K1;332
147;1;17;2011K1;338
147;1;17;2012K1;355
147;1;17;2013K1;363
147;1;17;2014K1;386
147;1;17;2015K1;404
147;1;17;2016K1;371
147;1;17;2017K1;412
147;1;17;2018K1;447
147;1;17;2019K1;409
147;1;17;2020K1;414
147;1;18;2008K1;319
147;1;18;2009K1;324
147;1;18;2010K1;315
147;1;18;2011K1;347
147;1;18;2012K1;362
147;1;18;2013K1;375
147;1;18;2014K1;367
147;1;18;2015K1;396
147;1;18;2016K1;422
147;1;18;2017K1;384
147;1;18;2018K1;418
147;1;18;2019K1;445
147;1;18;2020K1;417
147;1;19;2008K1;340
147;1;19;2009K1;358
147;1;19;2010K1;380
147;1;19;2011K1;369
147;1;19;2012K1;398
147;1;19;2013K1;417
147;1;19;2014K1;402
147;1;19;2015K1;409
147;1;19;2016K1;426
147;1;19;2017K1;459
147;1;19;2018K1;431
147;1;19;2019K1;464
147;1;19;2020K1;499
147;1;20;2008K1;401
147;1;20;2009K1;463
147;1;20;2010K1;535
147;1;20;2011K1;503
147;1;20;2012K1;477
147;1;20;2013K1;527
147;1;20;2014K1;576
147;1;20;2015K1;555
147;1;20;2016K1;591
147;1;20;2017K1;603
147;1;20;2018K1;594
147;1;20;2019K1;561
147;1;20;2020K1;573
147;1;21;2008K1;555
147;1;21;2009K1;589
147;1;21;2010K1;638
147;1;21;2011K1;673
147;1;21;2012K1;688
147;1;21;2013K1;670
147;1;21;2014K1;708
147;1;21;2015K1;721
147;1;21;2016K1;773
147;1;21;2017K1;729
147;1;21;2018K1;746
147;1;21;2019K1;740
147;1;21;2020K1;696
147;1;22;2008K1;637
147;1;22;2009K1;691
147;1;22;2010K1;753
147;1;22;2011K1;793
147;1;22;2012K1;758
147;1;22;2013K1;827
147;1;22;2014K1;752
147;1;22;2015K1;830
147;1;22;2016K1;855
147;1;22;2017K1;827
147;1;22;2018K1;820
147;1;22;2019K1;829
147;1;22;2020K1;877
147;1;23;2008K1;688
147;1;23;2009K1;699
147;1;23;2010K1;805
147;1;23;2011K1;854
147;1;23;2012K1;880
147;1;23;2013K1;871
147;1;23;2014K1;876
147;1;23;2015K1;822
147;1;23;2016K1;906
147;1;23;2017K1;954
147;1;23;2018K1;911
147;1;23;2019K1;868
147;1;23;2020K1;940
147;1;24;2008K1;702
147;1;24;2009K1;734
147;1;24;2010K1;799
147;1;24;2011K1;904
147;1;24;2012K1;937
147;1;24;2013K1;984
147;1;24;2014K1;896
147;1;24;2015K1;931
147;1;24;2016K1;927
147;1;24;2017K1;974
147;1;24;2018K1;978
147;1;24;2019K1;919
147;1;24;2020K1;938
147;1;25;2008K1;773
147;1;25;2009K1;769
147;1;25;2010K1;756
147;1;25;2011K1;869
147;1;25;2012K1;991
147;1;25;2013K1;974
147;1;25;2014K1;976
147;1;25;2015K1;951
147;1;25;2016K1;1006
147;1;25;2017K1;976
147;1;25;2018K1;987
147;1;25;2019K1;969
147;1;25;2020K1;1007
147;1;26;2008K1;787
147;1;26;2009K1;860
147;1;26;2010K1;818
147;1;26;2011K1;845
147;1;26;2012K1;967
147;1;26;2013K1;1021
147;1;26;2014K1;974
147;1;26;2015K1;1006
147;1;26;2016K1;1027
147;1;26;2017K1;1039
147;1;26;2018K1;952
147;1;26;2019K1;1016
147;1;26;2020K1;1023
147;1;27;2008K1;824
147;1;27;2009K1;854
147;1;27;2010K1;895
147;1;27;2011K1;885
147;1;27;2012K1;899
147;1;27;2013K1;1003
147;1;27;2014K1;1107
147;1;27;2015K1;1028
147;1;27;2016K1;1035
147;1;27;2017K1;1055
147;1;27;2018K1;1023
147;1;27;2019K1;953
147;1;27;2020K1;1065
147;1;28;2008K1;880
147;1;28;2009K1;930
147;1;28;2010K1;878
147;1;28;2011K1;947
147;1;28;2012K1;932
147;1;28;2013K1;975
147;1;28;2014K1;996
147;1;28;2015K1;1110
147;1;28;2016K1;1042
147;1;28;2017K1;1031
147;1;28;2018K1;1038
147;1;28;2019K1;1053
147;1;28;2020K1;1019
147;1;29;2008K1;978
147;1;29;2009K1;974
147;1;29;2010K1;940
147;1;29;2011K1;935
147;1;29;2012K1;967
147;1;29;2013K1;971
147;1;29;2014K1;990
147;1;29;2015K1;969
147;1;29;2016K1;1083
147;1;29;2017K1;1051
147;1;29;2018K1;1039
147;1;29;2019K1;1036
147;1;29;2020K1;1070
147;1;30;2008K1;976
147;1;30;2009K1;1003
147;1;30;2010K1;979
147;1;30;2011K1;986
147;1;30;2012K1;928
147;1;30;2013K1;982
147;1;30;2014K1;955
147;1;30;2015K1;976
147;1;30;2016K1;1003
147;1;30;2017K1;1034
147;1;30;2018K1;1049
147;1;30;2019K1;949
147;1;30;2020K1;998
147;1;31;2008K1;984
147;1;31;2009K1;952
147;1;31;2010K1;997
147;1;31;2011K1;975
147;1;31;2012K1;949
147;1;31;2013K1;940
147;1;31;2014K1;962
147;1;31;2015K1;919
147;1;31;2016K1;971
147;1;31;2017K1;999
147;1;31;2018K1;938
147;1;31;2019K1;1053
147;1;31;2020K1;892
147;1;32;2008K1;1048
147;1;32;2009K1;954
147;1;32;2010K1;968
147;1;32;2011K1;993
147;1;32;2012K1;971
147;1;32;2013K1;970
147;1;32;2014K1;899
147;1;32;2015K1;911
147;1;32;2016K1;881
147;1;32;2017K1;946
147;1;32;2018K1;940
147;1;32;2019K1;902
147;1;32;2020K1;990
147;1;33;2008K1;1000
147;1;33;2009K1;1031
147;1;33;2010K1;948
147;1;33;2011K1;956
147;1;33;2012K1;977
147;1;33;2013K1;932
147;1;33;2014K1;953
147;1;33;2015K1;862
147;1;33;2016K1;876
147;1;33;2017K1;864
147;1;33;2018K1;851
147;1;33;2019K1;844
147;1;33;2020K1;842
147;1;34;2008K1;950
147;1;34;2009K1;984
147;1;34;2010K1;976
147;1;34;2011K1;920
147;1;34;2012K1;974
147;1;34;2013K1;946
147;1;34;2014K1;913
147;1;34;2015K1;944
147;1;34;2016K1;843
147;1;34;2017K1;815
147;1;34;2018K1;808
147;1;34;2019K1;793
147;1;34;2020K1;795
147;1;35;2008K1;919
147;1;35;2009K1;924
147;1;35;2010K1;963
147;1;35;2011K1;977
147;1;35;2012K1;885
147;1;35;2013K1;928
147;1;35;2014K1;922
147;1;35;2015K1;849
147;1;35;2016K1;884
147;1;35;2017K1;819
147;1;35;2018K1;764
147;1;35;2019K1;761
147;1;35;2020K1;750
147;1;36;2008K1;810
147;1;36;2009K1;890
147;1;36;2010K1;901
147;1;36;2011K1;948
147;1;36;2012K1;936
147;1;36;2013K1;868
147;1;36;2014K1;896
147;1;36;2015K1;869
147;1;36;2016K1;813
147;1;36;2017K1;851
147;1;36;2018K1;770
147;1;36;2019K1;695
147;1;36;2020K1;693
147;1;37;2008K1;789
147;1;37;2009K1;785
147;1;37;2010K1;857
147;1;37;2011K1;869
147;1;37;2012K1;912
147;1;37;2013K1;912
147;1;37;2014K1;831
147;1;37;2015K1;870
147;1;37;2016K1;844
147;1;37;2017K1;771
147;1;37;2018K1;778
147;1;37;2019K1;727
147;1;37;2020K1;649
147;1;39;2008K1;741
147;1;39;2009K1;717
147;1;39;2010K1;769
147;1;39;2011K1;717
147;1;39;2012K1;815
147;1;39;2013K1;800
147;1;39;2014K1;855
147;1;39;2015K1;853
147;1;39;2016K1;753
147;1;39;2017K1;798
147;1;39;2018K1;731
147;1;39;2019K1;666
147;1;39;2020K1;713
147;1;40;2008K1;725
147;1;40;2009K1;710
