TID,CIVILSTAND,KØN,OMRÅDE,INDHOLD
2021K2,Ugift,Kvinder,Tårnby,9331
2021K2,Ugift,Kvinder,Albertslund,6292
2021K2,Ugift,Kvinder,Ballerup,10780
2021K2,Ugift,Kvinder,Brøndby,7814
2021K2,Ugift,Kvinder,Gentofte,17258
2021K2,Ugift,Kvinder,Gladsaxe,16146
2021K2,Ugift,Kvinder,Glostrup,5289
2021K2,Ugift,Kvinder,Herlev,6495
2021K2,Ugift,Kvinder,Hvidovre,12618
2021K2,Ugift,Kvinder,Høje-Taastrup,11429
2021K2,Ugift,Kvinder,Ishøj,5136
2021K2,Ugift,Kvinder,Lyngby-Taarbæk,13186
2021K2,Ugift,Kvinder,Rødovre,9636
2021K2,Ugift,Kvinder,Vallensbæk,3381
2021K2,Ugift,Kvinder,Allerød,5137
2021K2,Ugift,Kvinder,Egedal,8711
2021K2,Ugift,Kvinder,Fredensborg,8283
2021K2,Ugift,Kvinder,Frederikssund,8609
2021K2,Ugift,Kvinder,Furesø,8232
2021K2,Ugift,Kvinder,Gribskov,7254
2021K2,Ugift,Kvinder,Halsnæs,5765
2021K2,Ugift,Kvinder,Helsingør,12974
2021K2,Ugift,Kvinder,Hillerød,11256
2021K2,Ugift,Kvinder,Hørsholm,4636
2021K2,Ugift,Kvinder,Rudersdal,11701
2021K2,Ugift,Kvinder,Bornholm,7335
2021K2,Ugift,Kvinder,Christiansø,12
2021K2,Ugift,Kvinder,Region Sjælland,170627
2021K2,Ugift,Kvinder,Greve,9836
2021K2,Ugift,Kvinder,Køge,12759
2021K2,Ugift,Kvinder,Lejre,5571
2021K2,Ugift,Kvinder,Roskilde,19786
2021K2,Ugift,Kvinder,Solrød,4766
2021K2,Ugift,Kvinder,Faxe,6934
2021K2,Ugift,Kvinder,Guldborgsund,11682
2021K2,Ugift,Kvinder,Holbæk,15041
2021K2,Ugift,Kvinder,Kalundborg,9598
2021K2,Ugift,Kvinder,Lolland,7457
2021K2,Ugift,Kvinder,Næstved,17671
2021K2,Ugift,Kvinder,Odsherred,5806
2021K2,Ugift,Kvinder,Ringsted,7431
2021K2,Ugift,Kvinder,Slagelse,17342
2021K2,Ugift,Kvinder,Sorø,6078
2021K2,Ugift,Kvinder,Stevns,4214
2021K2,Ugift,Kvinder,Vordingborg,8655
2021K2,Ugift,Kvinder,Region Syddanmark,262843
2021K2,Ugift,Kvinder,Assens,8006
2021K2,Ugift,Kvinder,Faaborg-Midtfyn,10115
2021K2,Ugift,Kvinder,Kerteminde,4545
2021K2,Ugift,Kvinder,Langeland,1898
2021K2,Ugift,Kvinder,Middelfart,7622
2021K2,Ugift,Kvinder,Nordfyns,5666
2021K2,Ugift,Kvinder,Nyborg,6414
2021K2,Ugift,Kvinder,Odense,53844
2021K2,Ugift,Kvinder,Svendborg,12267
2021K2,Ugift,Kvinder,Ærø,924
2021K2,Ugift,Kvinder,Billund,5252
2021K2,Ugift,Kvinder,Esbjerg,25453
2021K2,Ugift,Kvinder,Fanø,591
2021K2,Ugift,Kvinder,Fredericia,10833
2021K2,Ugift,Kvinder,Haderslev,11210
2021K2,Ugift,Kvinder,Kolding,21005
2021K2,Ugift,Kvinder,Sønderborg,14396
2021K2,Ugift,Kvinder,Tønder,6989
2021K2,Ugift,Kvinder,Varde,9628
2021K2,Ugift,Kvinder,Vejen,8644
2021K2,Ugift,Kvinder,Vejle,25919
2021K2,Ugift,Kvinder,Aabenraa,11622
2021K2,Ugift,Kvinder,Region Midtjylland,308516
2021K2,Ugift,Kvinder,Favrskov,10026
2021K2,Ugift,Kvinder,Hedensted,9097
2021K2,Ugift,Kvinder,Horsens,20929
2021K2,Ugift,Kvinder,Norddjurs,7150
2021K2,Ugift,Kvinder,Odder,4519
2021K2,Ugift,Kvinder,Randers,21944
2021K2,Ugift,Kvinder,Samsø,566
2021K2,Ugift,Kvinder,Silkeborg,20991
2021K2,Ugift,Kvinder,Skanderborg,13788
2021K2,Ugift,Kvinder,Syddjurs,8387
2021K2,Ugift,Kvinder,Aarhus,103315
2021K2,Ugift,Kvinder,Herning,19245
2021K2,Ugift,Kvinder,Holstebro,12844
2021K2,Ugift,Kvinder,Ikast-Brande,8375
2021K2,Ugift,Kvinder,Lemvig,3456
2021K2,Ugift,Kvinder,Ringkøbing-Skjern,10625
2021K2,Ugift,Kvinder,Skive,8799
2021K2,Ugift,Kvinder,Struer,3770
2021K2,Ugift,Kvinder,Viborg,20690
2021K2,Ugift,Kvinder,Region Nordjylland,127972
2021K2,Ugift,Kvinder,Brønderslev,7241
2021K2,Ugift,Kvinder,Frederikshavn,10863
2021K2,Ugift,Kvinder,Hjørring,12937
2021K2,Ugift,Kvinder,Jammerbugt,7345
2021K2,Ugift,Kvinder,Læsø,253
2021K2,Ugift,Kvinder,Mariagerfjord,7949
2021K2,Ugift,Kvinder,Morsø,3887
2021K2,Ugift,Kvinder,Rebild,6262
2021K2,Ugift,Kvinder,Thisted,8404
2021K2,Ugift,Kvinder,Vesthimmerlands,7086
2021K2,Ugift,Kvinder,Aalborg,55745
2021K2,Gift/separeret,I alt,Hele landet,2127486
2021K2,Gift/separeret,I alt,Region Hovedstaden,615949
2021K2,Gift/separeret,I alt,København,149179
2021K2,Gift/separeret,I alt,Frederiksberg,28587
2021K2,Gift/separeret,I alt,Dragør,6556
2021K2,Gift/separeret,I alt,Tårnby,16341
2021K2,Gift/separeret,I alt,Albertslund,9775
2021K2,Gift/separeret,I alt,Ballerup,18316
2021K2,Gift/separeret,I alt,Brøndby,13255
2021K2,Gift/separeret,I alt,Gentofte,28576
2021K2,Gift/separeret,I alt,Gladsaxe,24530
2021K2,Gift/separeret,I alt,Glostrup,8300
2021K2,Gift/separeret,I alt,Herlev,10395
2021K2,Gift/separeret,I alt,Hvidovre,19001
2021K2,Gift/separeret,I alt,Høje-Taastrup,20370
2021K2,Gift/separeret,I alt,Ishøj,8793
2021K2,Gift/separeret,I alt,Lyngby-Taarbæk,20265
2021K2,Gift/separeret,I alt,Rødovre,14474
2021K2,Gift/separeret,I alt,Vallensbæk,7204
2021K2,Gift/separeret,I alt,Allerød,11907
2021K2,Gift/separeret,I alt,Egedal,19677
2021K2,Gift/separeret,I alt,Fredensborg,17521
2021K2,Gift/separeret,I alt,Frederikssund,18984
2021K2,Gift/separeret,I alt,Furesø,17772
2021K2,Gift/separeret,I alt,Gribskov,17809
2021K2,Gift/separeret,I alt,Halsnæs,12941
2021K2,Gift/separeret,I alt,Helsingør,24530
2021K2,Gift/separeret,I alt,Hillerød,20520
2021K2,Gift/separeret,I alt,Hørsholm,10733
2021K2,Gift/separeret,I alt,Rudersdal,23689
2021K2,Gift/separeret,I alt,Bornholm,15907
2021K2,Gift/separeret,I alt,Christiansø,42
2021K2,Gift/separeret,I alt,Region Sjælland,326875
2021K2,Gift/separeret,I alt,Greve,21854
2021K2,Gift/separeret,I alt,Køge,24253
2021K2,Gift/separeret,I alt,Lejre,12564
2021K2,Gift/separeret,I alt,Roskilde,34380
2021K2,Gift/separeret,I alt,Solrød,10180
2021K2,Gift/separeret,I alt,Faxe,14877
2021K2,Gift/separeret,I alt,Guldborgsund,22653
2021K2,Gift/separeret,I alt,Holbæk,27718
2021K2,Gift/separeret,I alt,Kalundborg,18315
2021K2,Gift/separeret,I alt,Lolland,15062
2021K2,Gift/separeret,I alt,Næstved,30790
2021K2,Gift/separeret,I alt,Odsherred,13418
2021K2,Gift/separeret,I alt,Ringsted,13540
2021K2,Gift/separeret,I alt,Slagelse,28265
2021K2,Gift/separeret,I alt,Sorø,11600
2021K2,Gift/separeret,I alt,Stevns,10016
2021K2,Gift/separeret,I alt,Vordingborg,17390
2021K2,Gift/separeret,I alt,Region Syddanmark,468080
2021K2,Gift/separeret,I alt,Assens,16678
2021K2,Gift/separeret,I alt,Faaborg-Midtfyn,21114
2021K2,Gift/separeret,I alt,Kerteminde,10047
2021K2,Gift/separeret,I alt,Langeland,5246
2021K2,Gift/separeret,I alt,Middelfart,16287
2021K2,Gift/separeret,I alt,Nordfyns,12428
2021K2,Gift/separeret,I alt,Nyborg,12706
2021K2,Gift/separeret,I alt,Odense,64493
2021K2,Gift/separeret,I alt,Svendborg,22342
2021K2,Gift/separeret,I alt,Ærø,2537
2021K2,Gift/separeret,I alt,Billund,11025
2021K2,Gift/separeret,I alt,Esbjerg,43015
2021K2,Gift/separeret,I alt,Fanø,1548
2021K2,Gift/separeret,I alt,Fredericia,19308
2021K2,Gift/separeret,I alt,Haderslev,21736
2021K2,Gift/separeret,I alt,Kolding,34841
2021K2,Gift/separeret,I alt,Sønderborg,29946
2021K2,Gift/separeret,I alt,Tønder,15286
2021K2,Gift/separeret,I alt,Varde,21114
2021K2,Gift/separeret,I alt,Vejen,17317
2021K2,Gift/separeret,I alt,Vejle,45316
2021K2,Gift/separeret,I alt,Aabenraa,23750
2021K2,Gift/separeret,I alt,Region Midtjylland,494391
2021K2,Gift/separeret,I alt,Favrskov,20566
2021K2,Gift/separeret,I alt,Hedensted,19937
2021K2,Gift/separeret,I alt,Horsens,34211
2021K2,Gift/separeret,I alt,Norddjurs,14187
2021K2,Gift/separeret,I alt,Odder,9831
2021K2,Gift/separeret,I alt,Randers,35853
2021K2,Gift/separeret,I alt,Samsø,1582
2021K2,Gift/separeret,I alt,Silkeborg,37627
2021K2,Gift/separeret,I alt,Skanderborg,26720
2021K2,Gift/separeret,I alt,Syddjurs,18234
2021K2,Gift/separeret,I alt,Aarhus,101930
2021K2,Gift/separeret,I alt,Herning,35546
2021K2,Gift/separeret,I alt,Holstebro,23215
2021K2,Gift/separeret,I alt,Ikast-Brande,17034
2021K2,Gift/separeret,I alt,Lemvig,8680
2021K2,Gift/separeret,I alt,Ringkøbing-Skjern,24289
2021K2,Gift/separeret,I alt,Skive,18309
2021K2,Gift/separeret,I alt,Struer,9001
2021K2,Gift/separeret,I alt,Viborg,37639
2021K2,Gift/separeret,I alt,Region Nordjylland,222191
2021K2,Gift/separeret,I alt,Brønderslev,14635
2021K2,Gift/separeret,I alt,Frederikshavn,24229
2021K2,Gift/separeret,I alt,Hjørring,25251
2021K2,Gift/separeret,I alt,Jammerbugt,16127
2021K2,Gift/separeret,I alt,Læsø,761
2021K2,Gift/separeret,I alt,Mariagerfjord,17017
2021K2,Gift/separeret,I alt,Morsø,8023
2021K2,Gift/separeret,I alt,Rebild,12709
2021K2,Gift/separeret,I alt,Thisted,17858
2021K2,Gift/separeret,I alt,Vesthimmerlands,14594
2021K2,Gift/separeret,I alt,Aalborg,70987
2021K2,Gift/separeret,Mænd,Hele landet,1067772
2021K2,Gift/separeret,Mænd,Region Hovedstaden,309334
2021K2,Gift/separeret,Mænd,København,75633
2021K2,Gift/separeret,Mænd,Frederiksberg,14416
2021K2,Gift/separeret,Mænd,Dragør,3289
2021K2,Gift/separeret,Mænd,Tårnby,8181
2021K2,Gift/separeret,Mænd,Albertslund,4888
2021K2,Gift/separeret,Mænd,Ballerup,9127
2021K2,Gift/separeret,Mænd,Brøndby,6649
2021K2,Gift/separeret,Mænd,Gentofte,14301
2021K2,Gift/separeret,Mænd,Gladsaxe,12263
2021K2,Gift/separeret,Mænd,Glostrup,4165
2021K2,Gift/separeret,Mænd,Herlev,5185
2021K2,Gift/separeret,Mænd,Hvidovre,9510
2021K2,Gift/separeret,Mænd,Høje-Taastrup,10266
2021K2,Gift/separeret,Mænd,Ishøj,4414
2021K2,Gift/separeret,Mænd,Lyngby-Taarbæk,10105
2021K2,Gift/separeret,Mænd,Rødovre,7241
2021K2,Gift/separeret,Mænd,Vallensbæk,3603
2021K2,Gift/separeret,Mænd,Allerød,5953
2021K2,Gift/separeret,Mænd,Egedal,9860
2021K2,Gift/separeret,Mænd,Fredensborg,8762
2021K2,Gift/separeret,Mænd,Frederikssund,9504
2021K2,Gift/separeret,Mænd,Furesø,8875
2021K2,Gift/separeret,Mænd,Gribskov,8952
2021K2,Gift/separeret,Mænd,Halsnæs,6477
2021K2,Gift/separeret,Mænd,Helsingør,12263
2021K2,Gift/separeret,Mænd,Hillerød,10253
2021K2,Gift/separeret,Mænd,Hørsholm,5352
2021K2,Gift/separeret,Mænd,Rudersdal,11849
2021K2,Gift/separeret,Mænd,Bornholm,7976
2021K2,Gift/separeret,Mænd,Christiansø,22
2021K2,Gift/separeret,Mænd,Region Sjælland,164087
2021K2,Gift/separeret,Mænd,Greve,10959
2021K2,Gift/separeret,Mænd,Køge,12155
2021K2,Gift/separeret,Mænd,Lejre,6292
2021K2,Gift/separeret,Mænd,Roskilde,17176
2021K2,Gift/separeret,Mænd,Solrød,5092
2021K2,Gift/separeret,Mænd,Faxe,7581
2021K2,Gift/separeret,Mænd,Guldborgsund,11378
2021K2,Gift/separeret,Mænd,Holbæk,13897
2021K2,Gift/separeret,Mænd,Kalundborg,9165
2021K2,Gift/separeret,Mænd,Lolland,7587
2021K2,Gift/separeret,Mænd,Næstved,15435
2021K2,Gift/separeret,Mænd,Odsherred,6728
2021K2,Gift/separeret,Mænd,Ringsted,6890
2021K2,Gift/separeret,Mænd,Slagelse,14154
2021K2,Gift/separeret,Mænd,Sorø,5817
2021K2,Gift/separeret,Mænd,Stevns,5040
2021K2,Gift/separeret,Mænd,Vordingborg,8741
2021K2,Gift/separeret,Mænd,Region Syddanmark,234909
2021K2,Gift/separeret,Mænd,Assens,8370
2021K2,Gift/separeret,Mænd,Faaborg-Midtfyn,10596
2021K2,Gift/separeret,Mænd,Kerteminde,5048
2021K2,Gift/separeret,Mænd,Langeland,2669
2021K2,Gift/separeret,Mænd,Middelfart,8163
2021K2,Gift/separeret,Mænd,Nordfyns,6239
2021K2,Gift/separeret,Mænd,Nyborg,6361
2021K2,Gift/separeret,Mænd,Odense,32291
2021K2,Gift/separeret,Mænd,Svendborg,11171
2021K2,Gift/separeret,Mænd,Ærø,1289
2021K2,Gift/separeret,Mænd,Billund,5546
2021K2,Gift/separeret,Mænd,Esbjerg,21550
2021K2,Gift/separeret,Mænd,Fanø,778
2021K2,Gift/separeret,Mænd,Fredericia,9679
2021K2,Gift/separeret,Mænd,Haderslev,10918
2021K2,Gift/separeret,Mænd,Kolding,17443
2021K2,Gift/separeret,Mænd,Sønderborg,14996
2021K2,Gift/separeret,Mænd,Tønder,7688
2021K2,Gift/separeret,Mænd,Varde,10585
2021K2,Gift/separeret,Mænd,Vejen,8786
2021K2,Gift/separeret,Mænd,Vejle,22819
2021K2,Gift/separeret,Mænd,Aabenraa,11924
2021K2,Gift/separeret,Mænd,Region Midtjylland,247939
2021K2,Gift/separeret,Mænd,Favrskov,10310
2021K2,Gift/separeret,Mænd,Hedensted,10028
2021K2,Gift/separeret,Mænd,Horsens,17260
2021K2,Gift/separeret,Mænd,Norddjurs,7140
2021K2,Gift/separeret,Mænd,Odder,4908
2021K2,Gift/separeret,Mænd,Randers,17961
2021K2,Gift/separeret,Mænd,Samsø,798
2021K2,Gift/separeret,Mænd,Silkeborg,18849
2021K2,Gift/separeret,Mænd,Skanderborg,13346
2021K2,Gift/separeret,Mænd,Syddjurs,9145
2021K2,Gift/separeret,Mænd,Aarhus,50973
2021K2,Gift/separeret,Mænd,Herning,17888
2021K2,Gift/separeret,Mænd,Holstebro,11637
2021K2,Gift/separeret,Mænd,Ikast-Brande,8600
2021K2,Gift/separeret,Mænd,Lemvig,4371
2021K2,Gift/separeret,Mænd,Ringkøbing-Skjern,12193
2021K2,Gift/separeret,Mænd,Skive,9173
2021K2,Gift/separeret,Mænd,Struer,4519
2021K2,Gift/separeret,Mænd,Viborg,18840
2021K2,Gift/separeret,Mænd,Region Nordjylland,111503
2021K2,Gift/separeret,Mænd,Brønderslev,7330
2021K2,Gift/separeret,Mænd,Frederikshavn,12228
2021K2,Gift/separeret,Mænd,Hjørring,12652
2021K2,Gift/separeret,Mænd,Jammerbugt,8088
2021K2,Gift/separeret,Mænd,Læsø,386
2021K2,Gift/separeret,Mænd,Mariagerfjord,8540
2021K2,Gift/separeret,Mænd,Morsø,4035
2021K2,Gift/separeret,Mænd,Rebild,6379
2021K2,Gift/separeret,Mænd,Thisted,9005
2021K2,Gift/separeret,Mænd,Vesthimmerlands,7345
2021K2,Gift/separeret,Mænd,Aalborg,35515
2021K2,Gift/separeret,Kvinder,Hele landet,1059714
2021K2,Gift/separeret,Kvinder,Region Hovedstaden,306615
2021K2,Gift/separeret,Kvinder,København,73546
2021K2,Gift/separeret,Kvinder,Frederiksberg,14171
2021K2,Gift/separeret,Kvinder,Dragør,3267
2021K2,Gift/separeret,Kvinder,Tårnby,8160
2021K2,Gift/separeret,Kvinder,Albertslund,4887
2021K2,Gift/separeret,Kvinder,Ballerup,9189
2021K2,Gift/separeret,Kvinder,Brøndby,6606
2021K2,Gift/separeret,Kvinder,Gentofte,14275
2021K2,Gift/separeret,Kvinder,Gladsaxe,12267
2021K2,Gift/separeret,Kvinder,Glostrup,4135
2021K2,Gift/separeret,Kvinder,Herlev,5210
2021K2,Gift/separeret,Kvinder,Hvidovre,9491
2021K2,Gift/separeret,Kvinder,Høje-Taastrup,10104
2021K2,Gift/separeret,Kvinder,Ishøj,4379
2021K2,Gift/separeret,Kvinder,Lyngby-Taarbæk,10160
2021K2,Gift/separeret,Kvinder,Rødovre,7233
2021K2,Gift/separeret,Kvinder,Vallensbæk,3601
2021K2,Gift/separeret,Kvinder,Allerød,5954
2021K2,Gift/separeret,Kvinder,Egedal,9817
2021K2,Gift/separeret,Kvinder,Fredensborg,8759
2021K2,Gift/separeret,Kvinder,Frederikssund,9480
2021K2,Gift/separeret,Kvinder,Furesø,8897
2021K2,Gift/separeret,Kvinder,Gribskov,8857
2021K2,Gift/separeret,Kvinder,Halsnæs,6464
2021K2,Gift/separeret,Kvinder,Helsingør,12267
2021K2,Gift/separeret,Kvinder,Hillerød,10267
2021K2,Gift/separeret,Kvinder,Hørsholm,5381
2021K2,Gift/separeret,Kvinder,Rudersdal,11840
2021K2,Gift/separeret,Kvinder,Bornholm,7931
2021K2,Gift/separeret,Kvinder,Christiansø,20
2021K2,Gift/separeret,Kvinder,Region Sjælland,162788
2021K2,Gift/separeret,Kvinder,Greve,10895
2021K2,Gift/separeret,Kvinder,Køge,12098
2021K2,Gift/separeret,Kvinder,Lejre,6272
2021K2,Gift/separeret,Kvinder,Roskilde,17204
2021K2,Gift/separeret,Kvinder,Solrød,5088
2021K2,Gift/separeret,Kvinder,Faxe,7296
2021K2,Gift/separeret,Kvinder,Guldborgsund,11275
2021K2,Gift/separeret,Kvinder,Holbæk,13821
2021K2,Gift/separeret,Kvinder,Kalundborg,9150
2021K2,Gift/separeret,Kvinder,Lolland,7475
2021K2,Gift/separeret,Kvinder,Næstved,15355
2021K2,Gift/separeret,Kvinder,Odsherred,6690
2021K2,Gift/separeret,Kvinder,Ringsted,6650
2021K2,Gift/separeret,Kvinder,Slagelse,14111
2021K2,Gift/separeret,Kvinder,Sorø,5783
2021K2,Gift/separeret,Kvinder,Stevns,4976
2021K2,Gift/separeret,Kvinder,Vordingborg,8649
2021K2,Gift/separeret,Kvinder,Region Syddanmark,233171
2021K2,Gift/separeret,Kvinder,Assens,8308
2021K2,Gift/separeret,Kvinder,Faaborg-Midtfyn,10518
2021K2,Gift/separeret,Kvinder,Kerteminde,4999
2021K2,Gift/separeret,Kvinder,Langeland,2577
2021K2,Gift/separeret,Kvinder,Middelfart,8124
2021K2,Gift/separeret,Kvinder,Nordfyns,6189
2021K2,Gift/separeret,Kvinder,Nyborg,6345
2021K2,Gift/separeret,Kvinder,Odense,32202
2021K2,Gift/separeret,Kvinder,Svendborg,11171
2021K2,Gift/separeret,Kvinder,Ærø,1248
2021K2,Gift/separeret,Kvinder,Billund,5479
2021K2,Gift/separeret,Kvinder,Esbjerg,21465
2021K2,Gift/separeret,Kvinder,Fanø,770
2021K2,Gift/separeret,Kvinder,Fredericia,9629
2021K2,Gift/separeret,Kvinder,Haderslev,10818
2021K2,Gift/separeret,Kvinder,Kolding,17398
2021K2,Gift/separeret,Kvinder,Sønderborg,14950
2021K2,Gift/separeret,Kvinder,Tønder,7598
2021K2,Gift/separeret,Kvinder,Varde,10529
2021K2,Gift/separeret,Kvinder,Vejen,8531
2021K2,Gift/separeret,Kvinder,Vejle,22497
2021K2,Gift/separeret,Kvinder,Aabenraa,11826
2021K2,Gift/separeret,Kvinder,Region Midtjylland,246452
2021K2,Gift/separeret,Kvinder,Favrskov,10256
2021K2,Gift/separeret,Kvinder,Hedensted,9909
2021K2,Gift/separeret,Kvinder,Horsens,16951
2021K2,Gift/separeret,Kvinder,Norddjurs,7047
2021K2,Gift/separeret,Kvinder,Odder,4923
2021K2,Gift/separeret,Kvinder,Randers,17892
2021K2,Gift/separeret,Kvinder,Samsø,784
2021K2,Gift/separeret,Kvinder,Silkeborg,18778
2021K2,Gift/separeret,Kvinder,Skanderborg,13374
2021K2,Gift/separeret,Kvinder,Syddjurs,9089
2021K2,Gift/separeret,Kvinder,Aarhus,50957
2021K2,Gift/separeret,Kvinder,Herning,17658
2021K2,Gift/separeret,Kvinder,Holstebro,11578
2021K2,Gift/separeret,Kvinder,Ikast-Brande,8434
2021K2,Gift/separeret,Kvinder,Lemvig,4309
2021K2,Gift/separeret,Kvinder,Ringkøbing-Skjern,12096
2021K2,Gift/separeret,Kvinder,Skive,9136
2021K2,Gift/separeret,Kvinder,Struer,4482
2021K2,Gift/separeret,Kvinder,Viborg,18799
2021K2,Gift/separeret,Kvinder,Region Nordjylland,110688
2021K2,Gift/separeret,Kvinder,Brønderslev,7305
2021K2,Gift/separeret,Kvinder,Frederikshavn,12001
2021K2,Gift/separeret,Kvinder,Hjørring,12599
2021K2,Gift/separeret,Kvinder,Jammerbugt,8039
2021K2,Gift/separeret,Kvinder,Læsø,375
2021K2,Gift/separeret,Kvinder,Mariagerfjord,8477
2021K2,Gift/separeret,Kvinder,Morsø,3988
2021K2,Gift/separeret,Kvinder,Rebild,6330
2021K2,Gift/separeret,Kvinder,Thisted,8853
2021K2,Gift/separeret,Kvinder,Vesthimmerlands,7249
2021K2,Gift/separeret,Kvinder,Aalborg,35472
2021K2,Enke/enkemand,I alt,Hele landet,287300
2021K2,Enke/enkemand,I alt,Region Hovedstaden,76006
2021K2,Enke/enkemand,I alt,København,14363
2021K2,Enke/enkemand,I alt,Frederiksberg,4137
2021K2,Enke/enkemand,I alt,Dragør,871
2021K2,Enke/enkemand,I alt,Tårnby,2191
2021K2,Enke/enkemand,I alt,Albertslund,1159
2021K2,Enke/enkemand,I alt,Ballerup,2753
2021K2,Enke/enkemand,I alt,Brøndby,1886
2021K2,Enke/enkemand,I alt,Gentofte,3369
2021K2,Enke/enkemand,I alt,Gladsaxe,2937
2021K2,Enke/enkemand,I alt,Glostrup,1183
2021K2,Enke/enkemand,I alt,Herlev,1550
2021K2,Enke/enkemand,I alt,Hvidovre,2453
2021K2,Enke/enkemand,I alt,Høje-Taastrup,2297
2021K2,Enke/enkemand,I alt,Ishøj,979
2021K2,Enke/enkemand,I alt,Lyngby-Taarbæk,2698
2021K2,Enke/enkemand,I alt,Rødovre,2042
2021K2,Enke/enkemand,I alt,Vallensbæk,715
2021K2,Enke/enkemand,I alt,Allerød,1231
2021K2,Enke/enkemand,I alt,Egedal,1968
2021K2,Enke/enkemand,I alt,Fredensborg,2021
2021K2,Enke/enkemand,I alt,Frederikssund,2814
2021K2,Enke/enkemand,I alt,Furesø,2183
2021K2,Enke/enkemand,I alt,Gribskov,2519
2021K2,Enke/enkemand,I alt,Halsnæs,2019
2021K2,Enke/enkemand,I alt,Helsingør,3542
2021K2,Enke/enkemand,I alt,Hillerød,2447
2021K2,Enke/enkemand,I alt,Hørsholm,1655
2021K2,Enke/enkemand,I alt,Rudersdal,3189
2021K2,Enke/enkemand,I alt,Bornholm,2828
2021K2,Enke/enkemand,I alt,Christiansø,7
2021K2,Enke/enkemand,I alt,Region Sjælland,48757
2021K2,Enke/enkemand,I alt,Greve,2595
2021K2,Enke/enkemand,I alt,Køge,3149
2021K2,Enke/enkemand,I alt,Lejre,1454
2021K2,Enke/enkemand,I alt,Roskilde,4231
2021K2,Enke/enkemand,I alt,Solrød,1054
2021K2,Enke/enkemand,I alt,Faxe,2111
2021K2,Enke/enkemand,I alt,Guldborgsund,4341
2021K2,Enke/enkemand,I alt,Holbæk,3854
2021K2,Enke/enkemand,I alt,Kalundborg,3066
2021K2,Enke/enkemand,I alt,Lolland,3274
2021K2,Enke/enkemand,I alt,Næstved,4636
2021K2,Enke/enkemand,I alt,Odsherred,2408
2021K2,Enke/enkemand,I alt,Ringsted,1658
2021K2,Enke/enkemand,I alt,Slagelse,4575
2021K2,Enke/enkemand,I alt,Sorø,1726
2021K2,Enke/enkemand,I alt,Stevns,1420
2021K2,Enke/enkemand,I alt,Vordingborg,3205
2021K2,Enke/enkemand,I alt,Region Syddanmark,66647
2021K2,Enke/enkemand,I alt,Assens,2384
2021K2,Enke/enkemand,I alt,Faaborg-Midtfyn,3148
2021K2,Enke/enkemand,I alt,Kerteminde,1638
2021K2,Enke/enkemand,I alt,Langeland,1076
2021K2,Enke/enkemand,I alt,Middelfart,2277
2021K2,Enke/enkemand,I alt,Nordfyns,1753
2021K2,Enke/enkemand,I alt,Nyborg,2020
2021K2,Enke/enkemand,I alt,Odense,9007
2021K2,Enke/enkemand,I alt,Svendborg,3432
2021K2,Enke/enkemand,I alt,Ærø,556
2021K2,Enke/enkemand,I alt,Billund,1533
2021K2,Enke/enkemand,I alt,Esbjerg,5911
2021K2,Enke/enkemand,I alt,Fanø,266
2021K2,Enke/enkemand,I alt,Fredericia,2728
2021K2,Enke/enkemand,I alt,Haderslev,3278
2021K2,Enke/enkemand,I alt,Kolding,4376
2021K2,Enke/enkemand,I alt,Sønderborg,4613
2021K2,Enke/enkemand,I alt,Tønder,2364
2021K2,Enke/enkemand,I alt,Varde,2908
2021K2,Enke/enkemand,I alt,Vejen,2387
2021K2,Enke/enkemand,I alt,Vejle,5444
2021K2,Enke/enkemand,I alt,Aabenraa,3548
2021K2,Enke/enkemand,I alt,Region Midtjylland,62720
2021K2,Enke/enkemand,I alt,Favrskov,2238
2021K2,Enke/enkemand,I alt,Hedensted,2448
2021K2,Enke/enkemand,I alt,Horsens,4220
2021K2,Enke/enkemand,I alt,Norddjurs,2428
2021K2,Enke/enkemand,I alt,Odder,1288
2021K2,Enke/enkemand,I alt,Randers,5220
2021K2,Enke/enkemand,I alt,Samsø,344
2021K2,Enke/enkemand,I alt,Silkeborg,4505
2021K2,Enke/enkemand,I alt,Skanderborg,2568
2021K2,Enke/enkemand,I alt,Syddjurs,2501
2021K2,Enke/enkemand,I alt,Aarhus,11714
2021K2,Enke/enkemand,I alt,Herning,4484
2021K2,Enke/enkemand,I alt,Holstebro,2986
2021K2,Enke/enkemand,I alt,Ikast-Brande,2074
2021K2,Enke/enkemand,I alt,Lemvig,1341
2021K2,Enke/enkemand,I alt,Ringkøbing-Skjern,3281
2021K2,Enke/enkemand,I alt,Skive,2791
2021K2,Enke/enkemand,I alt,Struer,1363
2021K2,Enke/enkemand,I alt,Viborg,4926
2021K2,Enke/enkemand,I alt,Region Nordjylland,33170
2021K2,Enke/enkemand,I alt,Brønderslev,2154
2021K2,Enke/enkemand,I alt,Frederikshavn,4179
2021K2,Enke/enkemand,I alt,Hjørring,3940
2021K2,Enke/enkemand,I alt,Jammerbugt,2389
2021K2,Enke/enkemand,I alt,Læsø,202
2021K2,Enke/enkemand,I alt,Mariagerfjord,2475
2021K2,Enke/enkemand,I alt,Morsø,1413
2021K2,Enke/enkemand,I alt,Rebild,1539
2021K2,Enke/enkemand,I alt,Thisted,2795
2021K2,Enke/enkemand,I alt,Vesthimmerlands,2311
2021K2,Enke/enkemand,I alt,Aalborg,9773
